organization_name,organization_type,ticker_symbol,city,state,fortune_rank,industry_sector,estimated_min_sponsorship,estimated_max_sponsorship,estimated_typical_sponsorship,sponsorship_likelihood_score,arts_education_potential,email,website,mission,data_source,created_at,geographic_priority
Dynamic Risk Enterprises,corporation,DYRI,Medford,OR,868,Insurance,1064,73150,1698,5,Medium,giving@dynamicrisk.com,https://www.dynamicrisk.com,Safeguarding communities through comprehensive protection while supporting local initiatives that strengthen neighborhoods.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.690828,Medium
Elite Life LLC,corporation,ELLI,Middletown,DE,869,Insurance,1056,72600,1672,8,Medium,partnerships@elitelife.com,https://www.elitelife.com,Safeguarding communities through comprehensive protection while supporting local initiatives that strengthen neighborhoods.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.690838,Medium
Strategic Mutual Holdings,corporation,STMU,Twin Falls,ID,870,Insurance,1048,72050,1647,11,Medium,marketing@strategicmutual.com,https://www.strategicmutual.com,Safeguarding communities through comprehensive protection while supporting local initiatives that strengthen neighborhoods.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.690848,Medium
Professional Assurance Company,corporation,PRAS,Indianapolis,IN,871,Insurance,1040,71500,1622,7,Medium,community@professionalass.com,https://www.professionalass.com,Safeguarding communities through comprehensive protection while supporting local initiatives that strengthen neighborhoods.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.690860,Medium
Innovative Mutual Inc.,corporation,INMU,Naperville,IL,872,Insurance,1032,70950,1597,5,Medium,community@innovativemutua.com,https://www.innovativemutua.com,Safeguarding communities through comprehensive protection while supporting local initiatives that strengthen neighborhoods.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.690871,High
Professional Group Enterprises,corporation,PROF,Columbia,MO,873,Insurance,1024,70400,1572,10,Medium,relations@professional.com,https://www.professional.com,Safeguarding communities through comprehensive protection while supporting local initiatives that strengthen neighborhoods.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.690881,Medium
Strategic Protection Company,corporation,STPR,Philadelphia,PA,874,Insurance,1016,69850,1548,10,Medium,marketing@strategicprotec.com,https://www.strategicprotec.com,Safeguarding communities through comprehensive protection while supporting local initiatives that strengthen neighborhoods.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.690892,Medium
Strategic Risk Company,corporation,STRI,Fargo,ND,875,Insurance,1008,69300,1524,13,Medium,partnerships@strategicrisk.com,https://www.strategicrisk.com,Protecting what matters most while supporting community programs that build resilience and opportunity.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.690902,Medium
Superior Life Holdings,corporation,SULI,Canton,OH,876,Insurance,1000,68750,1500,7,Medium,relations@superiorlife.com,https://www.superiorlife.com,Providing security and peace of mind while investing in community development and educational advancement.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.690912,Medium
Advanced Risk Group,corporation,ADRI,Essex,VT,877,Insurance,992,68200,1476,11,Medium,giving@advancedrisk.com,https://www.advancedrisk.com,Safeguarding communities through comprehensive protection while supporting local initiatives that strengthen neighborhoods.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.690922,Medium
Premier Coverage Inc.,corporation,PRCO,Williston,ND,878,Insurance,984,67650,1452,11,Medium,marketing@premiercoverage.com,https://www.premiercoverage.com,Providing security and peace of mind while investing in community development and educational advancement.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.690931,Medium
Advanced Mutual Inc.,corporation,ADMU,O'Fallon,MO,879,Insurance,976,67100,1428,7,Medium,partnerships@advancedmutual.com,https://www.advancedmutual.com,Providing security and peace of mind while investing in community development and educational advancement.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.690942,Medium
Elite Mutual Corporation,corporation,ELMU,Richmond,KY,880,Insurance,968,66550,1405,7,Medium,marketing@elitemutual.com,https://www.elitemutual.com,Protecting what matters most while supporting community programs that build resilience and opportunity.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.690952,Medium
Premier Manufacturing Inc.,corporation,PRMA,Des Moines,IA,881,Manufacturing,720,48000,864,13,Medium,community@premiermanufact.com,https://www.premiermanufact.com,Building tomorrow's products today while investing in the communities where we work and live.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.691203,Medium
Elite Steel Company,corporation,ELST,Dover,NH,882,Manufacturing,714,47600,849,11,Medium,community@elitesteel.com,https://www.elitesteel.com,"Creating value through innovative manufacturing while supporting education, arts, and community development.",Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.691223,Medium
Dynamic Steel Group,corporation,DYST,Wilmington,NC,883,Manufacturing,708,47200,835,11,Medium,partnerships@dynamicsteel.com,https://www.dynamicsteel.com,Building tomorrow's products today while investing in the communities where we work and live.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.691236,Medium
Strategic Manufacturing LLC,corporation,STMA,Austin,TX,884,Manufacturing,702,46800,821,13,Medium,community@strategicmanufa.com,https://www.strategicmanufa.com,"Creating value through innovative manufacturing while supporting education, arts, and community development.",Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.691249,High
Advanced Steel LLC,corporation,ADST,Cranston,RI,885,Manufacturing,696,46400,807,12,Medium,marketing@advancedsteel.com,https://www.advancedsteel.com,Manufacturing excellence that drives economic growth and supports community development through quality products and local partnerships.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.691263,Medium
Innovative Steel Corporation,corporation,INST,Macon,GA,886,Manufacturing,690,46000,793,4,Medium,giving@innovativesteel.com,https://www.innovativesteel.com,Building tomorrow's products today while investing in the communities where we work and live.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.691275,Medium
Superior Chemical Holdings,corporation,SUCH,Lake Charles,LA,887,Manufacturing,684,45600,779,12,Medium,giving@superiorchemica.com,https://www.superiorchemica.com,Manufacturing excellence that drives economic growth and supports community development through quality products and local partnerships.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.691290,Medium
Elite Industrial Inc.,corporation,ELIN,Woonsocket,RI,888,Manufacturing,678,45200,766,8,Medium,giving@eliteindustrial.com,https://www.eliteindustrial.com,Manufacturing excellence that drives economic growth and supports community development through quality products and local partnerships.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.691301,Medium
Superior Industries Group,corporation,SUIN,Bossier City,LA,889,Manufacturing,672,44800,752,9,Medium,giving@superiorindustr.com,https://www.superiorindustr.com,Manufacturing excellence that drives economic growth and supports community development through quality products and local partnerships.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.691314,Medium
Superior Materials Company,corporation,SUMA,Casper,WY,890,Manufacturing,666,44400,739,11,Medium,marketing@superiormateria.com,https://www.superiormateria.com,Building tomorrow's products today while investing in the communities where we work and live.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.691329,Medium
Advanced Steel Group,corporation,ADST,Mesa,AZ,891,Manufacturing,660,44000,726,11,Medium,partnerships@advancedsteel.com,https://www.advancedsteel.com,Manufacturing excellence that drives economic growth and supports community development through quality products and local partnerships.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.691338,Medium
Strategic Manufacturing Enterprises,corporation,STMA,Olathe,KS,892,Manufacturing,654,43600,712,3,Medium,relations@strategicmanufa.com,https://www.strategicmanufa.com,"Creating value through innovative manufacturing while supporting education, arts, and community development.",Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.691349,Medium
Dynamic Industrial Company,corporation,DYIN,Jackson,TN,893,Manufacturing,648,43200,699,12,Medium,giving@dynamicindustri.com,https://www.dynamicindustri.com,Manufacturing excellence that drives economic growth and supports community development through quality products and local partnerships.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.691359,Medium
Elite Materials Group,corporation,ELMA,Lakewood,NJ,894,Manufacturing,642,42800,686,2,Medium,partnerships@elitematerials.com,https://www.elitematerials.com,"Creating value through innovative manufacturing while supporting education, arts, and community development.",Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.691369,Medium
Superior Motors Company,corporation,SUMO,Birmingham,AL,895,Manufacturing,636,42400,674,9,Medium,relations@superiormotors.com,https://www.superiormotors.com,Building tomorrow's products today while investing in the communities where we work and live.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.691378,Medium
Advanced Chemical Systems,corporation,ADCH,Parma,OH,896,Manufacturing,630,42000,661,9,Medium,relations@advancedchemica.com,https://www.advancedchemica.com,"Creating value through innovative manufacturing while supporting education, arts, and community development.",Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.691388,Medium
Premier Chemical Corporation,corporation,PRCH,Fernley,NV,897,Manufacturing,624,41600,648,12,Medium,relations@premierchemical.com,https://www.premierchemical.com,Building tomorrow's products today while investing in the communities where we work and live.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.691398,Medium
Professional Motors Systems,corporation,PRMO,Raleigh,NC,898,Manufacturing,618,41200,636,5,Medium,community@professionalmot.com,https://www.professionalmot.com,Manufacturing excellence that drives economic growth and supports community development through quality products and local partnerships.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.691408,Medium
Elite Materials Inc.,corporation,ELMA,Hialeah,FL,899,Manufacturing,612,40800,624,2,Medium,giving@elitematerials.com,https://www.elitematerials.com,"Creating value through innovative manufacturing while supporting education, arts, and community development.",Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.691418,High
Innovative Industries Systems,corporation,ININ,Mobile,AL,900,Manufacturing,606,40400,612,9,Medium,giving@innovativeindus.com,https://www.innovativeindus.com,Manufacturing excellence that drives economic growth and supports community development through quality products and local partnerships.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.691430,Medium
Dynamic Materials Company,corporation,DYMA,Jackson,TN,901,Manufacturing,600,40000,600,12,Medium,partnerships@dynamicmaterial.com,https://www.dynamicmaterial.com,Manufacturing excellence that drives economic growth and supports community development through quality products and local partnerships.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.691440,Medium
Elite Industries Enterprises,corporation,ELIN,Waukesha,WI,902,Manufacturing,600,40000,600,3,Medium,community@eliteindustries.com,https://www.eliteindustries.com,Building tomorrow's products today while investing in the communities where we work and live.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.691450,Medium
Professional Works Group,corporation,PRWO,South Burlington,VT,903,Manufacturing,600,40000,600,5,Medium,marketing@professionalwor.com,https://www.professionalwor.com,Manufacturing excellence that drives economic growth and supports community development through quality products and local partnerships.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.691460,Medium
Innovative Works Corporation,corporation,INWO,San Francisco,CA,904,Manufacturing,600,40000,600,2,Medium,giving@innovativeworks.com,https://www.innovativeworks.com,Building tomorrow's products today while investing in the communities where we work and live.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.691470,High
Dynamic Chemical Group,corporation,DYCH,Montgomery,AL,905,Manufacturing,600,40000,600,4,Medium,giving@dynamicchemical.com,https://www.dynamicchemical.com,Manufacturing excellence that drives economic growth and supports community development through quality products and local partnerships.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.691481,Medium
Innovative Materials Company,corporation,INMA,Colchester,VT,906,Manufacturing,600,40000,600,8,Medium,relations@innovativemater.com,https://www.innovativemater.com,"Creating value through innovative manufacturing while supporting education, arts, and community development.",Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.691491,Medium
Professional Manufacturing Enterprises,corporation,PRMA,Indianapolis,IN,907,Manufacturing,600,40000,600,12,Medium,marketing@professionalman.com,https://www.professionalman.com,Manufacturing excellence that drives economic growth and supports community development through quality products and local partnerships.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.691503,Medium
Premier Motors Systems,corporation,PRMO,Fairbanks,AK,908,Manufacturing,600,40000,600,6,Medium,marketing@premiermotors.com,https://www.premiermotors.com,"Creating value through innovative manufacturing while supporting education, arts, and community development.",Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.691513,Medium
Dynamic Steel Group,corporation,DYST,Clovis,NM,909,Manufacturing,600,40000,600,11,Medium,giving@dynamicsteel.com,https://www.dynamicsteel.com,"Creating value through innovative manufacturing while supporting education, arts, and community development.",Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.691527,Medium
Professional Industries Corporation,corporation,PRIN,Erie,PA,910,Manufacturing,600,40000,600,8,Medium,community@professionalind.com,https://www.professionalind.com,Building tomorrow's products today while investing in the communities where we work and live.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.691538,Medium
Professional Chemical Group,corporation,PRCH,Arvada,CO,911,Manufacturing,600,40000,600,4,Medium,partnerships@professionalche.com,https://www.professionalche.com,"Creating value through innovative manufacturing while supporting education, arts, and community development.",Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.691549,High
Advanced Chemical Group,corporation,ADCH,Monroe,LA,912,Manufacturing,600,40000,600,7,Medium,partnerships@advancedchemica.com,https://www.advancedchemica.com,Building tomorrow's products today while investing in the communities where we work and live.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.691559,Medium
Elite Works Inc.,corporation,ELWO,Westminster,CO,913,Manufacturing,600,40000,600,11,Medium,relations@eliteworks.com,https://www.eliteworks.com,Manufacturing excellence that drives economic growth and supports community development through quality products and local partnerships.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.691569,High
Advanced Manufacturing Inc.,corporation,ADMA,Huntsville,AL,914,Manufacturing,600,40000,600,11,Medium,community@advancedmanufac.com,https://www.advancedmanufac.com,Building tomorrow's products today while investing in the communities where we work and live.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.691581,Medium
Advanced Motors LLC,corporation,ADMO,Danbury,CT,915,Manufacturing,600,40000,600,8,Medium,partnerships@advancedmotors.com,https://www.advancedmotors.com,Manufacturing excellence that drives economic growth and supports community development through quality products and local partnerships.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.691591,Medium
Superior Steel Corporation,corporation,SUST,Anchorage,AK,916,Manufacturing,600,40000,600,2,Medium,giving@superiorsteel.com,https://www.superiorsteel.com,"Creating value through innovative manufacturing while supporting education, arts, and community development.",Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.691600,Medium
Advanced Industrial Company,corporation,ADIN,Philadelphia,PA,917,Manufacturing,600,40000,600,9,Medium,community@advancedindustr.com,https://www.advancedindustr.com,"Creating value through innovative manufacturing while supporting education, arts, and community development.",Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.691610,Medium
Advanced Industries Group,corporation,ADIN,Des Moines,IA,918,Manufacturing,600,40000,600,12,Medium,giving@advancedindustr.com,https://www.advancedindustr.com,Building tomorrow's products today while investing in the communities where we work and live.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.691620,Medium
Advanced Materials Group,corporation,ADMA,Dothan,AL,919,Manufacturing,600,40000,600,10,Medium,marketing@advancedmateria.com,https://www.advancedmateria.com,"Creating value through innovative manufacturing while supporting education, arts, and community development.",Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.691630,Medium
Superior Steel LLC,corporation,SUST,Allentown,PA,920,Manufacturing,600,40000,600,7,Medium,relations@superiorsteel.com,https://www.superiorsteel.com,Building tomorrow's products today while investing in the communities where we work and live.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.691640,Medium
Strategic Steel Holdings,corporation,STST,Bellevue,NE,921,Manufacturing,600,40000,600,4,Medium,relations@strategicsteel.com,https://www.strategicsteel.com,Building tomorrow's products today while investing in the communities where we work and live.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.691650,Medium
Innovative Chemical Holdings,corporation,INCH,Biddeford,ME,922,Manufacturing,600,40000,600,7,Medium,marketing@innovativechemi.com,https://www.innovativechemi.com,"Creating value through innovative manufacturing while supporting education, arts, and community development.",Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.691661,Medium
Strategic Chemical Systems,corporation,STCH,Georgetown,DE,923,Manufacturing,600,40000,600,6,Medium,relations@strategicchemic.com,https://www.strategicchemic.com,"Creating value through innovative manufacturing while supporting education, arts, and community development.",Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.691672,Medium
Superior Industries LLC,corporation,SUIN,Rochester,NH,924,Manufacturing,600,40000,600,9,Medium,partnerships@superiorindustr.com,https://www.superiorindustr.com,Manufacturing excellence that drives economic growth and supports community development through quality products and local partnerships.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.691682,Medium
Dynamic Manufacturing Systems,corporation,DYMA,Little Rock,AR,925,Manufacturing,600,40000,600,9,Medium,marketing@dynamicmanufact.com,https://www.dynamicmanufact.com,Manufacturing excellence that drives economic growth and supports community development through quality products and local partnerships.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.691693,Medium
Innovative Materials Holdings,corporation,INMA,Syracuse,NY,926,Manufacturing,600,40000,600,5,Medium,marketing@innovativemater.com,https://www.innovativemater.com,"Creating value through innovative manufacturing while supporting education, arts, and community development.",Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.691703,High
Professional Steel Holdings,corporation,PRST,Manhattan,KS,927,Manufacturing,600,40000,600,2,Medium,marketing@professionalste.com,https://www.professionalste.com,"Creating value through innovative manufacturing while supporting education, arts, and community development.",Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.691713,Medium
Superior Works LLC,corporation,SUWO,Dearborn,MI,928,Manufacturing,600,40000,600,4,Medium,community@superiorworks.com,https://www.superiorworks.com,Manufacturing excellence that drives economic growth and supports community development through quality products and local partnerships.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.691724,Medium
Innovative Chemical Inc.,corporation,INCH,North Las Vegas,NV,929,Manufacturing,600,40000,600,9,Medium,relations@innovativechemi.com,https://www.innovativechemi.com,Manufacturing excellence that drives economic growth and supports community development through quality products and local partnerships.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.691734,Medium
Strategic Materials Company,corporation,STMA,Anchorage,AK,930,Manufacturing,600,40000,600,5,Medium,partnerships@strategicmateri.com,https://www.strategicmateri.com,Manufacturing excellence that drives economic growth and supports community development through quality products and local partnerships.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.691744,Medium
Professional Works Corporation,corporation,PRWO,Lowell,MA,931,Manufacturing,600,40000,600,9,Medium,giving@professionalwor.com,https://www.professionalwor.com,Building tomorrow's products today while investing in the communities where we work and live.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.691754,High
Premier Manufacturing Holdings,corporation,PRMA,Merrimack,NH,932,Manufacturing,600,40000,600,11,Medium,community@premiermanufact.com,https://www.premiermanufact.com,Manufacturing excellence that drives economic growth and supports community development through quality products and local partnerships.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.691765,Medium
Professional Manufacturing Holdings,corporation,PRMA,Sacramento,CA,933,Manufacturing,600,40000,600,2,Medium,giving@professionalman.com,https://www.professionalman.com,Building tomorrow's products today while investing in the communities where we work and live.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.691776,High
Professional Chemical Systems,corporation,PRCH,Dallas,TX,934,Manufacturing,600,40000,600,10,Medium,marketing@professionalche.com,https://www.professionalche.com,"Creating value through innovative manufacturing while supporting education, arts, and community development.",Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.691786,High
Innovative Industries LLC,corporation,ININ,Aurora,IL,935,Manufacturing,600,40000,600,9,Medium,relations@innovativeindus.com,https://www.innovativeindus.com,Manufacturing excellence that drives economic growth and supports community development through quality products and local partnerships.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.691796,High
Strategic Industries Holdings,corporation,STIN,Fernley,NV,936,Manufacturing,600,40000,600,4,Medium,relations@strategicindust.com,https://www.strategicindust.com,"Creating value through innovative manufacturing while supporting education, arts, and community development.",Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.691807,Medium
Premier Works Company,corporation,PRWO,Pierre,SD,937,Manufacturing,600,40000,600,8,Medium,marketing@premierworks.com,https://www.premierworks.com,Manufacturing excellence that drives economic growth and supports community development through quality products and local partnerships.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.691818,Medium
Advanced Industries Corporation,corporation,ADIN,Macon,GA,938,Manufacturing,600,40000,600,7,Medium,marketing@advancedindustr.com,https://www.advancedindustr.com,Building tomorrow's products today while investing in the communities where we work and live.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.691828,Medium
Innovative Steel Holdings,corporation,INST,Hartford,CT,939,Manufacturing,600,40000,600,8,Medium,giving@innovativesteel.com,https://www.innovativesteel.com,"Creating value through innovative manufacturing while supporting education, arts, and community development.",Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.691838,Medium
Strategic Industrial Holdings,corporation,STIN,Edison,NJ,940,Manufacturing,600,40000,600,8,Medium,community@strategicindust.com,https://www.strategicindust.com,Manufacturing excellence that drives economic growth and supports community development through quality products and local partnerships.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.691850,Medium
Professional Manufacturing Corporation,corporation,PRMA,Chattanooga,TN,941,Manufacturing,600,40000,600,9,Medium,marketing@professionalman.com,https://www.professionalman.com,Manufacturing excellence that drives economic growth and supports community development through quality products and local partnerships.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.691869,Medium
Innovative Chemical Enterprises,corporation,INCH,Madison,WI,942,Manufacturing,600,40000,600,11,Medium,marketing@innovativechemi.com,https://www.innovativechemi.com,Building tomorrow's products today while investing in the communities where we work and live.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.691881,Medium
Professional Chemical Enterprises,corporation,PRCH,Georgetown,KY,943,Manufacturing,600,40000,600,5,Medium,community@professionalche.com,https://www.professionalche.com,Building tomorrow's products today while investing in the communities where we work and live.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.691893,Medium
Dynamic Motors LLC,corporation,DYMO,San Francisco,CA,944,Manufacturing,600,40000,600,12,Medium,marketing@dynamicmotors.com,https://www.dynamicmotors.com,"Creating value through innovative manufacturing while supporting education, arts, and community development.",Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.691904,High
Professional Manufacturing Systems,corporation,PRMA,Birmingham,AL,945,Manufacturing,600,40000,600,4,Medium,community@professionalman.com,https://www.professionalman.com,Building tomorrow's products today while investing in the communities where we work and live.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.691917,Medium
Advanced Steel Systems,corporation,ADST,Mobile,AL,946,Manufacturing,600,40000,600,5,Medium,partnerships@advancedsteel.com,https://www.advancedsteel.com,"Creating value through innovative manufacturing while supporting education, arts, and community development.",Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.691928,Medium
Professional Materials Holdings,corporation,PRMA,Olathe,KS,947,Manufacturing,600,40000,600,3,Medium,giving@professionalmat.com,https://www.professionalmat.com,"Creating value through innovative manufacturing while supporting education, arts, and community development.",Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.691940,Medium
Professional Materials Inc.,corporation,PRMA,Lee's Summit,MO,948,Manufacturing,600,40000,600,3,Medium,community@professionalmat.com,https://www.professionalmat.com,Manufacturing excellence that drives economic growth and supports community development through quality products and local partnerships.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.691952,Medium
Premier Industries Holdings,corporation,PRIN,Chicago,IL,949,Manufacturing,600,40000,600,9,Medium,community@premierindustri.com,https://www.premierindustri.com,Building tomorrow's products today while investing in the communities where we work and live.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.691964,High
Strategic Chemical Corporation,corporation,STCH,Paterson,NJ,950,Manufacturing,600,40000,600,9,Medium,marketing@strategicchemic.com,https://www.strategicchemic.com,Manufacturing excellence that drives economic growth and supports community development through quality products and local partnerships.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.691980,Medium
Innovative Motors Systems,corporation,INMO,Brooklyn Park,MN,951,Manufacturing,600,40000,600,7,Medium,giving@innovativemotor.com,https://www.innovativemotor.com,"Creating value through innovative manufacturing while supporting education, arts, and community development.",Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.691992,Medium
Premier Industrial Holdings,corporation,PRIN,St. Paul,MN,952,Manufacturing,600,40000,600,4,Medium,partnerships@premierindustri.com,https://www.premierindustri.com,Building tomorrow's products today while investing in the communities where we work and live.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.692004,Medium
Professional Chemical Company,corporation,PRCH,Casper,WY,953,Manufacturing,600,40000,600,12,Medium,marketing@professionalche.com,https://www.professionalche.com,Building tomorrow's products today while investing in the communities where we work and live.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.692015,Medium
Innovative Industries Corporation,corporation,ININ,New Orleans,LA,954,Manufacturing,600,40000,600,10,Medium,marketing@innovativeindus.com,https://www.innovativeindus.com,"Creating value through innovative manufacturing while supporting education, arts, and community development.",Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.692027,Medium
Elite Manufacturing Corporation,corporation,ELMA,Monroe,LA,955,Manufacturing,600,40000,600,5,Medium,marketing@elitemanufactur.com,https://www.elitemanufactur.com,Building tomorrow's products today while investing in the communities where we work and live.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.692037,Medium
Professional Manufacturing Inc.,corporation,PRMA,Rockford,IL,956,Manufacturing,600,40000,600,11,Medium,partnerships@professionalman.com,https://www.professionalman.com,Manufacturing excellence that drives economic growth and supports community development through quality products and local partnerships.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.692047,High
Innovative Steel Corporation,corporation,INST,Annapolis,MD,957,Manufacturing,600,40000,600,9,Medium,community@innovativesteel.com,https://www.innovativesteel.com,"Creating value through innovative manufacturing while supporting education, arts, and community development.",Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.692056,Medium
Innovative Materials Enterprises,corporation,INMA,Worcester,MA,958,Manufacturing,600,40000,600,8,Medium,giving@innovativemater.com,https://www.innovativemater.com,"Creating value through innovative manufacturing while supporting education, arts, and community development.",Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.692066,High
Elite Manufacturing LLC,corporation,ELMA,Parma,OH,959,Manufacturing,600,40000,600,10,Medium,community@elitemanufactur.com,https://www.elitemanufactur.com,"Creating value through innovative manufacturing while supporting education, arts, and community development.",Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.692077,Medium
Advanced Motors Inc.,corporation,ADMO,Spokane,WA,960,Manufacturing,600,40000,600,5,Medium,community@advancedmotors.com,https://www.advancedmotors.com,Building tomorrow's products today while investing in the communities where we work and live.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.692088,High
Professional Industries Company,corporation,PRIN,Roswell,GA,961,Manufacturing,600,40000,600,10,Medium,partnerships@professionalind.com,https://www.professionalind.com,"Creating value through innovative manufacturing while supporting education, arts, and community development.",Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.692099,Medium
Advanced Manufacturing Company,corporation,ADMA,Jersey City,NJ,962,Manufacturing,600,40000,600,6,Medium,giving@advancedmanufac.com,https://www.advancedmanufac.com,"Creating value through innovative manufacturing while supporting education, arts, and community development.",Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.692109,Medium
Strategic Manufacturing LLC,corporation,STMA,Arvada,CO,963,Manufacturing,600,40000,600,3,Medium,partnerships@strategicmanufa.com,https://www.strategicmanufa.com,Building tomorrow's products today while investing in the communities where we work and live.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.692121,High
Premier Materials Inc.,corporation,PRMA,Jersey City,NJ,964,Manufacturing,600,40000,600,5,Medium,relations@premiermaterial.com,https://www.premiermaterial.com,"Creating value through innovative manufacturing while supporting education, arts, and community development.",Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.692131,Medium
